id_electoral,ano,tipo_eleccion,fecha_eleccion,coddpto74,coddpto,departamento74,departamento,codmpio74,codmpio,municipio,circunscripcion,codigo_partido,codigo_lista,primer_apellido,segundo_apellido,nombres,votos,curules
719740017,1974,Concejo Municipal,Abril 21,5,5,ANTIOQUIA,ANTIOQUIA,5079,5079,BARBOSA,Municipal,,998,VOTOS NULOS,,,0,0
719740017,1974,Concejo Municipal,Abril 21,5,5,ANTIOQUIA,ANTIOQUIA,5079,5079,BARBOSA,Municipal,,999,VOTOS EN BLANCO,,,0,0
719740018,1974,Concejo Municipal,Abril 21,5,5,ANTIOQUIA,ANTIOQUIA,5086,5086,BELMIRA,Municipal,18480001,1,,,PARTIDO LIBERAL COLOMBIANO,55,1
719740018,1974,Concejo Municipal,Abril 21,5,5,ANTIOQUIA,ANTIOQUIA,5086,5086,BELMIRA,Municipal,18490002,2,,,PARTIDO CONSERVADOR COLOMBIANO,697,1
719740018,1974,Concejo Municipal,Abril 21,5,5,ANTIOQUIA,ANTIOQUIA,5086,5086,BELMIRA,Municipal,19610001,3,,,ALIANZA NAL POPULAR ANAPO,0,1
719740018,1974,Concejo Municipal,Abril 21,5,5,ANTIOQUIA,ANTIOQUIA,5086,5086,BELMIRA,Municipal,19720001,4,,,UNION NACIONAL DE OPOSICION UNO,0,1
719740018,1974,Concejo Municipal,Abril 21,5,5,ANTIOQUIA,ANTIOQUIA,5086,5086,BELMIRA,Municipal,19720002,5,,,SDC,0,0
719740018,1974,Concejo Municipal,Abril 21,5,5,ANTIOQUIA,ANTIOQUIA,5086,5086,BELMIRA,Municipal,19749999,6,,,OTROS PARTIDO O MOVIMIENTOS,0,1
719740018,1974,Concejo Municipal,Abril 21,5,5,ANTIOQUIA,ANTIOQUIA,5086,5086,BELMIRA,Municipal,,998,VOTOS NULOS,,,3,0
719740018,1974,Concejo Municipal,Abril 21,5,5,ANTIOQUIA,ANTIOQUIA,5086,5086,BELMIRA,Municipal,,999,VOTOS EN BLANCO,,,0,0
