id_electoral,ano,tipo_eleccion,fecha_eleccion,coddpto84,coddpto,departamento84,departamento,codmpio84,codmpio,municipio,circunscripcion,codigo_partido,codigo_lista,primer_apellido,segundo_apellido,nombres,votos,curules
719840001,1984,Concejo Municipal,Marzo 11,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Municipal,18480001,1,,,PARTIDO LIBERAL COLOMBIANO,74726,0
719840001,1984,Concejo Municipal,Marzo 11,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Municipal,18490002,2,,,PARTIDO CONSERVADOR COLOMBIANO,55136,0
719840001,1984,Concejo Municipal,Marzo 11,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Municipal,19700002,3,,,MOVIMIENTO OBRERO INDEPENDIENTE REVOLUCIONARIO  MOIR,783,0
719840001,1984,Concejo Municipal,Marzo 11,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Municipal,19800001,4,,,FRENTE DEMOCRATICO,3312,0
719840001,1984,Concejo Municipal,Marzo 11,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Municipal,19849999,5,,,OTROS PARTIDOS O MOVIMIENTOS,5872,0
719840001,1984,Concejo Municipal,Marzo 11,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Municipal,,998,VOTOS NULOS,,,303,0
719840001,1984,Concejo Municipal,Marzo 11,5,5,ANTIOQUIA,ANTIOQUIA,5001,5001,MEDELLIN,Municipal,,999,VOTOS EN BLANCO,,,449,0
719840002,1984,Concejo Municipal,Marzo 11,5,5,ANTIOQUIA,ANTIOQUIA,5002,5002,ABEJORRAL,Municipal,18480001,1,,,PARTIDO LIBERAL COLOMBIANO,2387,0
719840002,1984,Concejo Municipal,Marzo 11,5,5,ANTIOQUIA,ANTIOQUIA,5002,5002,ABEJORRAL,Municipal,18490002,2,,,PARTIDO CONSERVADOR COLOMBIANO,2733,0
719840002,1984,Concejo Municipal,Marzo 11,5,5,ANTIOQUIA,ANTIOQUIA,5002,5002,ABEJORRAL,Municipal,19700002,3,,,MOVIMIENTO OBRERO INDEPENDIENTE REVOLUCIONARIO  MOIR,0,0
719840002,1984,Concejo Municipal,Marzo 11,5,5,ANTIOQUIA,ANTIOQUIA,5002,5002,ABEJORRAL,Municipal,19800001,4,,,FRENTE DEMOCRATICO,0,0
719840002,1984,Concejo Municipal,Marzo 11,5,5,ANTIOQUIA,ANTIOQUIA,5002,5002,ABEJORRAL,Municipal,19849999,5,,,OTROS PARTIDOS O MOVIMIENTOS,0,0
